name,address,city,state,zip,full_address,farm_type,produce,phone,website,distance,hours
Butler’s Orchard,22222 Davis Mill Rd,Germantown,MD,20876,"22222 Davis Mill Rd, Germantown, MD 20876","U-Pick Farm, Orchard","Apples, Black Raspberries, Blackberries, Blueberries, Flowers, Peas, Potatoes, Pumpkins, Raspberries, Red Raspberries, Sour Cherries, Strawberries, Sugar Snap Peas, Tomatoes",,,,
Byrnside Branch Farm,170 Byrnside Branch Road,Union,VA,,"170 Byrnside Branch Road, Union, West Virginia 24983","U-Pick Farm, Orchard",Pumpkins,,,,
C.N. Smith Farm,325 South St.,East Bridgewater,MA,,"325 South St., East Bridgewater, Massachusetts 02333","U-Pick Farm, Orchard","Apples, Blueberries, Peaches, Pumpkins, Strawberries",,,,
Cabalo’s Orchard,2087 W. King Rd,Kuna,ID,,"2087 W. King Rd, Kuna, Idaho 83634","U-Pick Farm, Orchard","Apples, Blackberries, Pumpkins",,,,
Cabot Patch,500 Mt. Carmel Road,Cabot,AR,,"500 Mt. Carmel Road, Cabot, Arkansas 72023","U-Pick Farm, Orchard","Peaches, Strawberries, Tomatoes",,,,
Cadwallader Mountain Farms & Orchard,13 Mountain Park Rd,Mountain Park,NM,,"13 Mountain Park Rd, Mountain Park, New Mexico 88325","U-Pick Farm, Orchard",Apples,,,,
Camelot Farms,15911 Black Bridge Rd,Paonia,CO,,"15911 Black Bridge Rd, Paonia, Colorado 81428","U-Pick Farm, Orchard",Apples,,,,
Canyon Berry Farms,20126 S Dickerson Dr,,OK,,"20126 S Dickerson Dr, , Oklahoma 74017","U-Pick Farm, Orchard",Blueberries,,,,
Carandale Fruit Farm,1046 Tipperary Road,Oregon,OR,,"1046 Tipperary Road, Oregon, Wisconsin 53575","U-Pick Farm, Orchard",Strawberries,,,,
Carleton Farms,630 Sunnyside Blvd SE,Lake Stevens,WA,,"630 Sunnyside Blvd SE, Lake Stevens, Washington 98258","U-Pick Farm, Orchard",Pumpkins,,,,
Carlsbad Strawberry Company,1050 Cannon Dr,Carlsbad,CA,,"1050 Cannon Dr, Carlsbad, California 92008","U-Pick Farm, Orchard",Strawberries,,,,
Carlson Orchards,115 Oak Hill Road,Harvard,MA,,"115 Oak Hill Road, Harvard, Massachusetts 01451","U-Pick Farm, Orchard","Apples, Blueberries, Nectarines, Peaches, Pumpkins, Raspberries",,,,
Carter’s Blueberry Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Castle Hill Farm,25 Sugar Ln,Newtown,CT,,"25 Sugar Ln, Newtown, Connecticut 06470","U-Pick Farm, Orchard","Pumpkins, Squash",,,,
Cedar Grove Blueberry Farm,105 Persimmon Hill Lane,Cedar Grove,NC,27231,"105 Persimmon Hill Lane, Cedar Grove, NC 27231","U-Pick Farm, Orchard",Blueberries,,,,
Cedar Haven Blackberries,8 Earthhaven Dr,Waddy,KY,,"8 Earthhaven Dr, Waddy, Kentucky 40076","U-Pick Farm, Orchard",Blackberries,,,,
Centennial Farms,199 Century Farm Lane,Augusta,MO,,"199 Century Farm Lane, Augusta, Missouri 63332","U-Pick Farm, Orchard","Apples, Blackberries, Peaches, Pumpkins",,,,
Center Grove Orchard,32835 610th Ave,Cambridge,IA,,"32835 610th Ave, Cambridge, Iowa 50046","U-Pick Farm, Orchard",Apples,,,,
Charlie’s U-Pik,257 Charlie's Lane,Lucedale,MS,,"257 Charlie's Lane, Lucedale, Mississippi 39452","U-Pick Farm, Orchard",Vegetables,,,,
Charlotte Berry Farm,4702 Ethan Allen Hwy (Rt 7),Charlotte,VT,,"4702 Ethan Allen Hwy (Rt 7), Charlotte, Vermont 05445","U-Pick Farm, Orchard","Blueberries, Pumpkins, Raspberries, Strawberries",,,,
Chautauqua Hills Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Chavez U-Pick Cherries,23800 Marsh Creek Rd,Brentwood,CA,,"23800 Marsh Creek Rd, Brentwood, California 94513","U-Pick Farm, Orchard",Cherries,,,,
Cherry Lane Orchards,7525 Cherry Lane,Sturgeon Bay,WI,,"7525 Cherry Lane, Sturgeon Bay, Wisconsin 54235","U-Pick Farm, Orchard",Cherries,,,,
Cherrywood Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Strawberries",,,,
Chestnut Charlie’s,1840 E 1450 Rd,Lawrence,KS,,"1840 E 1450 Rd, Lawrence, Kansas 66044","U-Pick Farm, Orchard",Chestnuts,,,,
Chet’s Blueberry Farm,525 County J North,Stevens Point,WI,,"525 County J North, Stevens Point, Wisconsin 54482","U-Pick Farm, Orchard",Blueberries,,,,
Chmielewski’s Blueberry Farm,23810 Bauer Hockly Rd,Hockley,TX,,"23810 Bauer Hockly Rd, Hockley, Texas 77447","U-Pick Farm, Orchard",Blueberries,,,,
Choice Orchards,,,,,,"U-Pick Farm, Orchard","Apples, Cherries",,,,
Cider Hill Family Orchard,3341 N 139th Street,Kansas City,KS,,"3341 N 139th Street, Kansas City, Kansas 66109","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Cider Hill Farm,45 Fern Ave,Amesbury,MA,01913,"45 Fern Ave, Amesbury, MA 01913","BakeryChristmas TreesCSA/Co-opFarm MarketFestivalHoney BeesPicnic AreaU-Pick Farm, OrchardWinery","Apples, Blueberries, Peaches, Pumpkins, Raspberries, Red Raspberries, Strawberries",,,,
Clair’s Cultivation,1364 Esro Road,Fairbanks,AK,,"1364 Esro Road, Fairbanks, Alaska 99712","U-Pick Farm, Orchard","Apples, Plums",,,,
Clam Lake Orchards,6456 Clam Lake Rd.,Bellaire,MI,,"6456 Clam Lake Rd., Bellaire, Michigan 49615","U-Pick Farm, Orchard","Apples, Strawberries",,,,
Clineland Strawberries,2784-4 Clineland Rd,Cherryville,NC,,"2784-4 Clineland Rd, Cherryville, North Carolina 28021","U-Pick Farm, Orchard",Strawberries,,,,
Clover Nook Farm,50 Fairwood Rd,Bethany,CT,,"50 Fairwood Rd, Bethany, Connecticut 06524","U-Pick Farm, Orchard",Pumpkins,,,,
Cloverfield Organic Farm,501 La Paloma Rd.,El Sobrante,CA,94803,"501 La Paloma Rd., El Sobrante, CA 94803","U-Pick Farm, Orchard","Apples, Beans, Beets, Blackberries, Broccoli, Carrots, Cherries, Citrus, Collard, Cucumbers, Figs, Flowers, Garlic, Grapes, Green Beans, Herbs, Horseraddish, Kale, Lavender, Leafy Greens, Lemons, Limes, Nectarines, Peaches, Pears, Peas, Peppers, Persimmons, Plums, Potatoes, Pumpkins, Rhubarb, Satsumas, Squash, Strawberries, Sugar Snap Peas, Swiss Chard, Tomatoes, Turnip Greens, Vegetables",,,,
Cold Run Valley Berry Farm,4262 Cold Run Valley Rd,Berkeley Springs,VA,,"4262 Cold Run Valley Rd, Berkeley Springs, West Virginia 25411","U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries",,,,
Columbia Farms U-Pick,21024 NW Gillihan Rd,Portland,OR,,"21024 NW Gillihan Rd, Portland, Oregon 97231","U-Pick Farm, Orchard","Blackberries, Blueberries, Currants, Pumpkins, Raspberries, Strawberries",,,,
Columbus Blueberry Farm,14337 US Highway 23,South Bloomfield,OH,,"14337 US Highway 23, South Bloomfield, Ohio 43103","U-Pick Farm, Orchard",Blueberries,,,,
Copeland Nursery,8335 County Road 561,Clermont,FL,34711,"8335 County Road 561, Clermont , FL 34711","U-Pick Farm, Orchard",Peaches,,,,
Corley Ranch,859 Hwy 395 South,Gardnerville,NV,,"859 Hwy 395 South, Gardnerville, Nevada 89410","U-Pick Farm, Orchard",Pumpkins,,,,
"Coston Farm, LLC",3748 Chimney Rock RoadHendersonville,Hendersonville,,,"3748 Chimney Rock RoadHendersonville, Hendersonville, 1031 28792","U-Pick Farm, Orchard",Apples,,,,
Country Apple Orchard,,,,,,"U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Country Bumpkin Farm Market,9745 County Road P,Wisconsin Dells,WI,,"9745 County Road P, Wisconsin Dells, Wisconsin 53965","U-Pick Farm, Orchard","Blueberries, Pumpkins, Raspberries",,,,
Country Bumpkin Pumpkin Patch,11668 N K-31 Hwy,Harveyville,KS,,"11668 N K-31 Hwy, Harveyville, Kansas 66431","U-Pick Farm, Orchard",Pumpkins,,,,
Country Corner,,,,,,"U-Pick Farm, Orchard","Raspberries, Strawberries",,,,
Cover’s Apple Ranch,19211 Cherokee Rd,Tuolumne,CA,,"19211 Cherokee Rd, Tuolumne, California 95379","U-Pick Farm, Orchard",Apples,,,,
Cox Berry Farm,1081 State Hwy 818,Clarksville,AR,,"1081 State Hwy 818, Clarksville, Arkansas 72830","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Pumpkins, Strawberries",,,,
Crabtree’s Blueberries,703 Bridgton Road (Rt 107),Sebago,ME,,"703 Bridgton Road (Rt 107), Sebago, Maine 04029","U-Pick Farm, Orchard",Blueberries,,,,
Crane Orchards,6054 124th Ave.,Fennville,MI,,"6054 124th Ave., Fennville, Michigan 49408","U-Pick Farm, Orchard","Apples, Cherries, Peaches",,,,
Creek Bed Farmacy,2767 Mountford Road,Poynette,WI,53955,"2767 Mountford Road, Poynette, WI 53955","Corn MazeFestivalHoney BeesPetting ZooPicnic AreaPlaygroundRestaurantSchool Field TripsU-Pick Farm, OrchardWedding Venue",Squash,,,,
Creekside Farm,300 Pine Tree Road,Selma,NC,,"300 Pine Tree Road, Selma, North Carolina 27576","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Critz Farms,3232 Rippleton Road,Cazenovia,NY,13035,"3232 Rippleton Road, Cazenovia, NY 13035","Christmas TreesCorn MazeFestivalPetting ZooPicnic AreaPlaygroundSchool Field TripsU-Pick Farm, OrchardWinery","Apples, Blueberries, Pumpkins, Strawberries",,,,
Crooked Run Orchard,37883 W Main St,Purcellville,VA,,"37883 W Main St, Purcellville, Virginia 20132","U-Pick Farm, Orchard","Apples, Blackberries, Cherries, Gooseberries, Peaches, Pears, Plums, Pumpkins",,,,
Cross the Creek Farm,2035 Pine Road,Newville,PA,,"2035 Pine Road, Newville, Pennsylvania 17241","U-Pick Farm, Orchard",Strawberries,,,,
"Crown Jewel Farms, LLC",106 Egg Farm Rd.,Lake Wales,FL,33859,"106 Egg Farm Rd., Lake Wales, FL 33859","U-Pick Farm, Orchard",Squash,,,,
Culp Fruits,11624 County Road 51,Jemison,AL,,"11624 County Road 51, Jemison, Alabama 35085","U-Pick Farm, Orchard","Nectarines, Peaches, Plums, Tomatoes",,,,
Curbside Market & Milkshakes,29100 Krome Ave,Homestead,FL,,"29100 Krome Ave, Homestead, Florida 33030","U-Pick Farm, Orchard","Strawberries, Tomatoes",,,,
Curtis Orchard & Pumpkin Patch,3902 S. Duncan Rd.,Champaign,IL,,"3902 S. Duncan Rd., Champaign, Illinois 61822","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
D & D Berry Farm,2522 Doyle Melancon Rd,Breaux Bridge,LA,70517,"2522 Doyle Melancon Rd, Breaux Bridge , LA 70517","U-Pick Farm, Orchard",Raspberries,,,,
D & D Teaching Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries",,,,
Dame Farm & Orchard,91B Brown Ave,Johnston,RI,,"91B Brown Ave, Johnston, Rhode Island 02919","U-Pick Farm, Orchard","Apples, Blueberries, Peaches",,,,
Dannemann Farm,19069 Blueberry Hill Rd,Kiln,MS,,"19069 Blueberry Hill Rd, Kiln, Mississippi 39556","U-Pick Farm, Orchard",Blueberries,,,,
Dargan Farms,1301 S. Charleston Rd.,Darlington,SC,,"1301 S. Charleston Rd., Darlington, South Carolina 29532","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Date Creek Ranch,,,,,,"U-Pick Farm, Orchard","Apples, Peaches",,,,
Day Farms,2500 W Gentile St,Layton,UT,,"2500 W Gentile St, Layton, Utah 84041","U-Pick Farm, Orchard","Peppers, Pumpkins, Tomatoes",,,,
Deep Spring Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
DeGrandchamp Blueberries,76241 14th Ave.,South Haven,MI,,"76241 14th Ave., South Haven, Michigan 49090","U-Pick Farm, Orchard",Blueberries,,,,
Dempsey Farms,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Desselle’s Citrus & More,12330 Willow Drive,New Olreans,LA,70131,"12330 Willow Drive, New Olreans, LA 70131","BakeryFarm MarketHoney BeesU-Pick Farm, Orchard","Citrus, Kumquats, Lemons, Oranges, Ready, Satsumas",,,,
Dewolf’s U-Pick Farm,58 W. Colliers Mill Rd,New Egypt,NJ,,"58 W. Colliers Mill Rd, New Egypt, New Jersey 08533","U-Pick Farm, Orchard","Blackberries, Peppers, Strawberries, Tomatoes",,,,
Dexter Blueberry Farm,11024 Beach Rd.,Dexter,MI,,"11024 Beach Rd., Dexter, Michigan 48130","U-Pick Farm, Orchard",Blueberries,,,,
Diamond Branch Farms,543 Diamond Branch Rd,Johnsonville,SC,,"543 Diamond Branch Rd, Johnsonville, South Carolina 29555","U-Pick Farm, Orchard","Pumpkins, Vegetables",,,,
Dickinson Colleg Farm,553 Park Dr,Boiling Spgs,PA,17007,"553 Park Dr, Boiling Spgs, PA 17007","CSA/Co-opFarm MarketFestivalSchool Field TripsU-Pick Farm, Orchard",Strawberries,,,,
Ditzler Orchard,,,,,,"U-Pick Farm, Orchard","Apples, Cherries, Peaches",,,,
DJ’s Berry Patch,1223 Salem Church Rd,Apex,NC,,"1223 Salem Church Rd, Apex, North Carolina 27523","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Doll’s Orchard,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Dooley Groves Country Farm Market and U-Pick Honeybell Grove,1651 Stephens Road,Ruskin,FL,33570,"1651 Stephens Road, Ruskin, FL 33570","Farm MarketPicnic AreaU-Pick Farm, Orchard","Citrus, Oranges, Tangerines",,,,
Dougherty Orchard,1117 Doughery Road,Cambridge,IN,,"1117 Doughery Road, Cambridge, Indiana 47327","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Dr. Young’s Pond Berry Farm,,,,,,"U-Pick Farm, Orchard",Raspberries,,,,
Draper Girls Country Farm,6200 Hwy 35,Parkdale,OR,,"6200 Hwy 35, Parkdale, Oregon 97041","U-Pick Farm, Orchard",Apples,,,,
Dude’s Organic Farm,28 Seed Orchard Lane,Plains,MT,,"28 Seed Orchard Lane, Plains, Montana 59859","U-Pick Farm, Orchard","Blueberries, Peaches, Strawberries",,,,
Dunneback & Girls Farm Market,3025 6 Mile Rd NW,Grand Rapids,MI,,"3025 6 Mile Rd NW, Grand Rapids, Michigan 49544","U-Pick Farm, Orchard","Apples, Cherries, Pumpkins, Strawberries",,,6 miles,
Durocher Farm,157 Charles Bancroft Highway,Litchfield,NH,,"157 Charles Bancroft Highway, Litchfield, New Hampshire 03052","U-Pick Farm, Orchard","Blueberries, Raspberries",,,,
Dutch Farm Market,6967 109th Avenue,South Haven,MI,49090,"6967 109th Avenue, South Haven, MI 49090","U-Pick Farm, Orchard",Cherries,,,,
Eckert’s Belleville Farm,,,,,,"U-Pick Farm, Orchard","Apples, Blackberries, Peaches, Pumpkins, Strawberries",,,,
Eden Acres Family Farm,255 Ossipee Hill Rd,East Waterboro,ME,,"255 Ossipee Hill Rd, East Waterboro, Maine 04030",Pre-Picked Only,Ready Picked Only,,,,
Edge of the Woods Raspberry Farm,15285 Fairfax St.,Indianola,IA,,"15285 Fairfax St., Indianola, Iowa 50125","U-Pick Farm, Orchard","Blackberries, Blueberries, Cherries, Raspberries",,,,
Efurd Orchards,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Ellis Harvest Home,2927 US Hwy 26,Lingle,WY,,"2927 US Hwy 26, Lingle, Wyoming 82223","U-Pick Farm, Orchard",Pumpkins,,,,
Ellsworth Hill Orchard & Berry Farm,461 Cornwall Bridge Rd Rte 4,Sharon,CT,,"461 Cornwall Bridge Rd Rte 4, Sharon, Connecticut 06069","U-Pick Farm, Orchard","Apples, Blueberries, Cherries, Peaches, Pears, Plums, Pumpkins, Raspberries, Strawberries",,,,
Endicott Farms,13310 Adams Rd,Mouds,OK,,"13310 Adams Rd, Mouds, Oklahoma 74047","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Ergle Tree Farm,3325 Treiman Blvd,Dade City,FL,,"3325 Treiman Blvd, Dade City, Florida 33523","U-Pick Farm, Orchard","Blackberries, Blueberries, Pumpkins, Strawberries",,,,
Erwin Orchards,61475 Silver Lake Road,South Lyon,,,"61475 Silver Lake Road, South Lyon,  48178","U-Pick Farm, Orchard","Apples, Asparagus, Cherries, Juneberries, Pumpkins, Saskatoons",,,,
Evans Orchard,198 Stone Rd,Georgetown,KY,,"198 Stone Rd, Georgetown, Kentucky 40324","U-Pick Farm, Orchard","Apples, Blueberries, Pears, Strawberries",,,,
Faircloth Farm,577 Gilmore Rd,Chapel Hill,NC,,"577 Gilmore Rd, Chapel Hill, North Carolina 27516","U-Pick Farm, Orchard",Blueberries,,,,
Fairfield Fruits,6130 Little Union Rd (SR 652),Taylorsville,KY,,"6130 Little Union Rd (SR 652), Taylorsville, Kentucky 40071","U-Pick Farm, Orchard","Blackberries, Raspberries, Strawberries",,,,
Fairview Sod Farm,380 Green Giant Rd,Townsend,DE,,"380 Green Giant Rd, Townsend, Delaware 19734","U-Pick Farm, Orchard",Strawberries,,,,
Faithful Farms Peach Orchard,311 Twin Bridges Road,,OK,,"311 Twin Bridges Road, , Oklahoma 73401","U-Pick Farm, Orchard",Peaches,,,,
Farmer Mike’s U Pick,26031 Morton Ave.,Bonita Springs,FL,,"26031 Morton Ave., Bonita Springs, Florida 34135","U-Pick Farm, Orchard","Strawberries, Tomatoes",,,,
Farmer White’s Farm Market,11373 S US Highway 31,Williamsburg,MI,,"11373 S US Highway 31, Williamsburg, Michigan 49690",Pre-Picked Only,Ready Picked Only,,,,
Farmer’s Pick,8114 S Cloverdale Rd,Boise,ID,83709,"8114 S Cloverdale Rd, Boise, ID 83709","U-Pick Farm, Orchard",Flowers,,,,
Fasbender Farms You-Pick Sunflowers,,,,,,"U-Pick Farm, Orchard",Cut Flowers,,,,
Fat Robin Orchard & Farm,34126 S Finley Point Road,Polson,MT,,"34126 S Finley Point Road, Polson, Montana 59860","U-Pick Farm, Orchard","Apples, Cherries",,,,
Fenton’s Berry Farm,7217 Fork Creek Road,Harrison,AR,,"7217 Fork Creek Road, Harrison, Arkansas 72601","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Ficner Farm,1911 Fast Landing Rd,Dover,DE,,"1911 Fast Landing Rd, Dover, Delaware 19901","U-Pick Farm, Orchard",Strawberries,,,,
Fieldstone Orchard,7049 E 149th Street,Overbrook,KS,,"7049 E 149th Street, Overbrook, Kansas 66524","U-Pick Farm, Orchard",Blackberries,,,,
Fifer Orchards,1919 Allabands Mill Road,Camden,DE,,"1919 Allabands Mill Road, Camden, Delaware 19934","U-Pick Farm, Orchard","Apples, Blueberries, Peaches, Pumpkins, Strawberries",,,,
Filasky’s Produce,1343 Bunker Hill Rd,Middleton,DE,,"1343 Bunker Hill Rd, Middleton, Delaware 19709","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Firefly Berries,5542 23rd St NE,Rochester,MN,,"5542 23rd St NE, Rochester, Minnesota 55906","U-Pick Farm, Orchard","Grapes, Raspberries, Strawberries",,,,
First Fruits Berry Farm,11051 South Kelley Ave,Edmond,OK,,"11051 South Kelley Ave, Edmond, Oklahoma 73025","U-Pick Farm, Orchard",Blackberries,,,,
Fisher’s Blueberries,21971 Kane Rd.,Gravette,AR,,"21971 Kane Rd., Gravette, Arkansas 72736","U-Pick Farm, Orchard",Blueberries,,,,
Fishers Orchard,650 Fisher Road,Greer,SC,,"650 Fisher Road, Greer, South Carolina 29651","U-Pick Farm, Orchard","Apples, Nectarines, Peaches",,,,
Fishkill Farms,9 Fishkill Farm Rd,Hopewell Junction,,,"9 Fishkill Farm Rd, Hopewell Junction, 1030 12533","U-Pick Farm, Orchard","Apples, Black Currants, Cherries, Nectarines, Peaches, Pumpkins",,,,
Fitch’s Farm,4413 Center Rd,Avon,OH,,"4413 Center Rd, Avon, Ohio 44011","U-Pick Farm, Orchard",Vegetables,,,,
Fleeman’s U-Pick Blueberries,716 Harrison Mill Road,Winder,GA,,"716 Harrison Mill Road, Winder, Georgia 30680","U-Pick Farm, Orchard",Blueberries,,,,
Flyte Family Farm,13450 Cottonville Ave.,Coloman,WI,,"13450 Cottonville Ave., Coloman, Wisconsin 54930","U-Pick Farm, Orchard","Blueberries, Strawberries",,,,
Froberg’s Farm,3601 West Hwy 6,Alvin,TX,,"3601 West Hwy 6, Alvin, Texas 77511","U-Pick Farm, Orchard",Strawberries,,,,
Frog Eye Farm,19600 Frog Eye Road,Knoxville,,,"19600 Frog Eye Road, Knoxville,  21758","U-Pick Farm, Orchard",Blueberries,,,,
Fruit Acres Farm,2789 Friday Road,Coloma,MI,,"2789 Friday Road, Coloma, Michigan 49038","U-Pick Farm, Orchard","Apples, Cherries, Nectarines, Peaches",,,,
Fruit Basket Orchards,253 32 1/2 Road,Grand Junction,CO,,"253 32 1/2 Road, Grand Junction, Colorado 81503","U-Pick Farm, Orchard","Apples, Apricots, Cherries, Grapes, Nectarines, Peaches, Pears, Plums, Raspberries",,,,
Fruit Ridge Hayrides,11966 Fruit Ridge Ave.,Kent City,,,"11966 Fruit Ridge Ave., Kent City, 1020 49330","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
"Furger Family Farm, LLC",1204 Lovering Road,Lodi,WI,53555,"1204 Lovering Road, Lodi, WI 53555","U-Pick Farm, Orchard",Strawberries,,,,
G and S Orchards,825 Atlantic Ave. (Route 286),Walworth,NY,,"825 Atlantic Ave. (Route 286), Walworth, New York 14568","U-Pick Farm, Orchard","Apples, Blueberries, Cherries, Currants, Gooseberries, Juneberries, Pumpkins, Raspberries, Saskatoons, Strawberries",,,,
Gallrein Farms,1029 Vigo Rd,Shelbyville,KY,,"1029 Vigo Rd, Shelbyville, Kentucky 40065","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Gamebird Groves Inc. / Deer Park Peaches,6900 Kempfer Rd,Saint Cloud,FL,34773,"6900 Kempfer Rd, Saint Cloud, FL 34773","U-Pick Farm, Orchard","Oranges, Peaches",,,,
Garcia’s Alaska Farm,9715 S. Old Glenn Hwy,Palmer,AK,,"9715 S. Old Glenn Hwy, Palmer, Alaska 99645","U-Pick Farm, Orchard",Raspberries,,,,
Garden Patch Farms,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Garden Sweet,719 W Willox Lane,Fort Collins,CO,,"719 W Willox Lane, Fort Collins, Colorado 80524","U-Pick Farm, Orchard",Strawberries,,,,
Gardner Farm,3192 Hwy 42,Locust,GA,,"3192 Hwy 42, Locust, Georgia 30248","U-Pick Farm, Orchard","Blackberries, Blueberries, Peaches",,,,
Garwood Orchards,,,,,,"U-Pick Farm, Orchard",Apples,,,,
George Hill Orchards,582 George Hill Rd,Lancaster,MA,,"582 George Hill Rd, Lancaster, Massachusetts 01523","U-Pick Farm, Orchard","Apples, Blueberries, Peaches, Pumpkins",,,,
Getman’s Orchard & Vineyard,21848 East Lakeshore,Bigfork,MT,,"21848 East Lakeshore, Bigfork, Montana 59911","U-Pick Farm, Orchard","Apples, Beans, Beets, Cherries, Peaches, Plums",,,,
Getting’s Garden,2861 Pierce Ave.,Sanborn,IA,51248,"2861 Pierce Ave., Sanborn, IA 51248","U-Pick Farm, Orchard",Strawberries,,,,
Gibson Berry Farm,375 Kelley Gap Road,Greenville,TN,,"375 Kelley Gap Road, Greenville, Tennessee 37743","U-Pick Farm, Orchard",Blueberries,,,,
Gibson Orchards,18406 S 73rd East Ave,Bixby,OK,,"18406 S 73rd East Ave, Bixby, Oklahoma 74008","U-Pick Farm, Orchard","Blackberries, Strawberries, Tomatoes",,,,
Gieringer’s Orchard & Berry Farm,39675 West 183rd St.,Edgerton,KS,,"39675 West 183rd St., Edgerton, Kansas 66021","U-Pick Farm, Orchard","Blackberries, Peaches, Pumpkins, Strawberries",,,,
Gilcrease Orchard,,,,,,"U-Pick Farm, Orchard","Carrots, Pumpkins",,,,
gilroyUpick,10541 Korn Lane,Gilroy,CA,95020,"10541 Korn Lane, Gilroy, CA 95020",Pre-Picked Only,"Apricots, Blackberries, Corn, Melons, Plums, Strawberries, Vegetables",,,,
Gin House Branch Farm,1579 Bethel Road South,Decatur,AL,,"1579 Bethel Road South, Decatur, Alabama 35603","U-Pick Farm, Orchard","Blueberries, Muscadines",,,,
Glendale Farms Inc,9895 Kluth Rd,Clintonville,WI,54929,"9895 Kluth Rd, Clintonville, WI 54929","U-Pick Farm, Orchard",,,,,
Glover Farm Vineyard,373 County Road 3471,Winnsboro,TX,75494,"373 County Road 3471, Winnsboro, TX 75494","Farm MarketU-Pick Farm, Orchard","Asparagus, Broccoli, Carrots, Flowers, Garlic, Grapes, Kale, Vegetables",,,,
